"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.576065444E0	-5.791939795E-3	-2.143085003E-3	5.232238770E-2	5.268559228E-2
2.586065444E0	1.581579819E-2	1.930592954E-2	8.105373383E-2	8.480899808E-2
2.596065444E0	1.451022923E-3	1.770555973E-4	7.147693634E-2	7.149188237E-2
2.606065444E0	-5.738042295E-3	4.988119006E-3	6.668758392E-2	6.711959706E-2
2.616065444E0	-9.225718677E-4	6.814911962E-3	7.148647308E-2	7.181650227E-2
2.626065444E0	-3.087826073E-3	-5.262017250E-3	7.388496399E-2	7.413643773E-2
2.636065644E0	-1.027119905E-2	6.733417511E-3	9.303760529E-2	9.384472515E-2
2.646065644E0	1.600340009E-2	2.111631632E-2	6.430721283E-2	6.955160136E-2
2.656065644E0	1.829724386E-2	6.253108382E-3	6.431484222E-2	6.715868840E-2
2.666065644E0	8.793376386E-3	1.345068216E-2	9.065151215E-2	9.206487372E-2
2.676065644E0	2.038224041E-2	5.899176002E-3	5.713653564E-2	6.094932081E-2
2.686065444E0	1.483088359E-2	-6.747126579E-3	8.347988129E-2	8.505509629E-2
2.696065444E0	9.374327958E-3	7.397875190E-3	6.432628632E-2	6.542535971E-2
2.706065444E0	6.275251508E-3	2.329111099E-3	9.784603119E-2	9.807471315E-2
2.716065444E0	1.402832568E-3	1.193472743E-2	9.066200256E-2	9.145493080E-2
2.726065444E0	-8.819915354E-3	-1.722268760E-2	4.996490479E-2	5.358081359E-2
2.736065444E0	-1.164111868E-2	-1.483011246E-2	4.996299744E-2	5.340176956E-2
2.746065444E0	-4.399556667E-3	-7.682278752E-3	9.066390991E-2	9.109510451E-2
2.756065444E0	7.694188505E-3	-5.335777998E-3	6.911849976E-2	6.974982489E-2
2.766065444E0	1.248767227E-2	6.598234177E-3	7.151317596E-2	7.289453333E-2
2.776065444E0	-1.886427402E-3	1.380343735E-2	5.475425720E-2	5.649886877E-2
2.786065444E0	1.258543134E-2	1.799970865E-3	6.912040710E-2	7.027989510E-2
2.796065444E0	-4.643559456E-3	4.240363836E-3	7.390499115E-2	7.417203682E-2
2.806065444E0	-1.667344943E-2	-1.016925275E-2	4.756927490E-2	5.142230578E-2
2.816065444E0	-4.656646401E-3	-5.419939756E-3	8.348369598E-2	8.378894675E-2
2.826065444E0	-2.206947654E-3	1.136977971E-2	6.672286987E-2	6.772063107E-2
2.836065444E0	1.448766887E-2	-7.766336203E-3	6.432819366E-2	6.639521841E-2
2.846065444E0	-4.786506295E-3	4.153206944E-3	6.672286987E-2	6.702313880E-2
2.856065444E0	-1.909831166E-2	6.510734558E-3	5.954170227E-2	6.286771415E-2
2.866065444E0	-9.464785457E-3	1.126354933E-2	7.151317596E-2	7.301084881E-2
2.876065444E0	7.241193205E-3	1.602974534E-2	5.954265594E-2	6.208635512E-2
2.886065644E0	2.273805439E-4	3.599271178E-3	7.631111145E-2	7.639628385E-2
2.896065644E0	2.563368529E-3	1.319560409E-2	8.349418640E-2	8.456934426E-2
2.906065644E0	2.888515592E-4	-3.035980463E-2	7.631969452E-2	8.213706194E-2
2.916065644E0	2.733957022E-3	-6.455257535E-3	7.153224945E-2	7.187494405E-2
2.926065644E0	-6.837811321E-3	1.313614845E-2	7.391834259E-2	7.538723653E-2
2.936065444E0	-2.593458816E-2	5.917802453E-3	6.913185120E-2	7.407318070E-2
2.946065444E0	-4.374761134E-3	1.545998454E-2	7.392024994E-2	7.564623591E-2
2.956065444E0	-8.674573153E-3	-6.377086043E-3	8.111095428E-2	8.182238294E-2
2.966065444E0	-1.034032553E-3	-1.612305641E-3	7.153797150E-2	7.156360890E-2
2.976065444E0	-3.025017679E-3	3.214165568E-3	6.675052643E-2	6.689629564E-2
2.986065444E0	6.547123194E-3	-2.542878687E-2	7.632637024E-2	8.071680629E-2
2.996065444E0	9.135309607E-3	-1.060466468E-2	8.350181580E-2	8.466679417E-2
3.006065444E0	4.460316151E-3	-5.847111344E-3	7.392597198E-2	7.429086394E-2
3.016065444E0	-1.725447923E-2	1.139986515E-2	6.673336029E-2	6.986426379E-2
3.026065444E0	-5.066841841E-4	-6.161779165E-4	6.673431396E-2	6.673908199E-2
3.036065444E0	-1.013462245E-2	6.611108780E-3	6.912708282E-2	7.017813699E-2
3.046065444E0	-2.453159541E-3	9.172514081E-3	6.194400787E-2	6.266748054E-2
3.056065444E0	7.064107805E-3	-7.632017136E-3	7.391643524E-2	7.464441509E-2
3.066065444E0	-4.585467279E-3	-1.677668095E-2	8.588027954E-2	8.762366089E-2
3.076065444E0	1.335628331E-4	2.150286734E-2	7.390975952E-2	7.697430542E-2
3.086065444E0	1.204866916E-2	-1.438809931E-2	8.588027954E-2	8.790682706E-2
3.096065444E0	4.642017186E-3	1.230268180E-2	6.432533264E-2	6.565556125E-2
3.106065444E0	9.435020387E-3	2.942830324E-4	4.996013641E-2	5.084408955E-2
3.116065444E0	7.101204246E-3	9.945496917E-3	7.150745392E-2	7.254416570E-2
3.126065444E0	-1.451126486E-2	5.238249898E-3	7.150459290E-2	7.315000256E-2
3.136065644E0	-9.855765849E-3	5.331054330E-3	6.671428680E-2	6.764874222E-2
3.146065644E0	-1.687161624E-2	7.351264358E-3	7.390499115E-2	7.616193432E-2
3.156065644E0	5.172751844E-3	-4.951357841E-3	6.194305420E-2	6.235555524E-2
3.166065644E0	5.216680467E-3	-1.457092166E-2	6.433868408E-2	6.617395094E-2
3.176065644E0	5.339857191E-3	-1.408164203E-2	6.433010101E-2	6.606942268E-2
3.186065444E0	-1.859715208E-2	-1.884368062E-2	7.630062103E-2	8.076337744E-2
3.196065444E0	-4.034634680E-3	-2.543759346E-2	7.868576050E-2	8.279370956E-2
3.206065444E0	8.026141673E-3	-1.057609916E-2	4.994678497E-2	5.168127468E-2
3.216065444E0	-1.830106601E-2	-1.684689522E-2	6.668949127E-2	7.117749041E-2
3.226065444E0	5.885981023E-3	-1.597860456E-2	6.188678741E-2	6.418672006E-2
3.236065444E0	-3.544114530E-3	3.890350461E-3	7.863521576E-2	7.881112061E-2
3.246065644E0	-1.054141670E-3	-4.908189178E-3	7.862281799E-2	7.878292356E-2
3.256065644E0	-9.779445827E-4	9.946167469E-3	4.270076752E-2	4.385473942E-2
3.266065644E0	-1.055891812E-2	9.903222322E-3	9.537410736E-2	9.646649636E-2
3.276065644E0	-3.322031349E-3	-1.647065580E-2	7.382774353E-2	7.571561338E-2
3.286065644E0	-1.972499862E-2	-4.119604826E-3	8.579349518E-2	8.812814834E-2
3.296065644E0	-4.850059748E-3	1.139700413E-3	7.860660553E-2	7.876433476E-2
3.306065644E0	1.003557444E-2	-3.345295787E-3	7.860469818E-2	7.931331751E-2
3.316065644E0	5.792677402E-4	2.768544853E-2	5.945301056E-2	6.558566974E-2
3.326065644E0	1.522079855E-2	8.099317551E-3	5.706787109E-2	5.961554801E-2
3.336065210E0	-8.857190609E-3	8.060932159E-3	6.903934479E-2	7.007039019E-2
3.348773383E0	3.048054874E-3	-1.094853878E-2	7.621860504E-2	7.706125417E-2
3.358773383E0	3.053843975E-3	5.836844444E-3	7.382392883E-2	7.411725295E-2
3.368773383E0	-6.830163300E-3	7.607936859E-4	7.382774353E-2	7.414691937E-2
3.378773383E0	-9.177774191E-3	5.572453141E-3	7.861518860E-2	7.934501655E-2
3.388773416E0	7.580630481E-3	5.659967661E-3	8.579540253E-2	8.631542323E-2
3.398773416E0	2.786375582E-3	9.349584579E-4	7.861232758E-2	7.866724911E-2
3.408773416E0	9.962022305E-3	8.094251156E-3	5.227661133E-2	5.382938679E-2
3.418773416E0	5.234349519E-3	1.524123549E-2	6.903743744E-2	7.089331028E-2
3.428773416E0	-4.330791533E-3	3.341719508E-3	5.706501007E-2	5.732659260E-2
3.438773216E0	-4.340782762E-3	-1.583647728E-2	6.664180756E-2	6.863502693E-2
3.448773216E0	2.829976380E-3	-8.635818958E-3	5.467128754E-2	5.542143824E-2
3.458773216E0	7.440619171E-3	8.087873459E-3	6.424713135E-2	6.518029148E-2
3.468773216E0	7.369730622E-3	-1.476153731E-3	5.945777893E-2	5.993095556E-2
3.478773216E0	7.438585162E-3	-1.443430781E-3	8.579349518E-2	8.612746285E-2
3.488773216E0	1.700231805E-2	1.032531261E-3	6.903362274E-2	7.110405058E-2
3.498773216E0	-9.929601103E-3	5.941182375E-3	8.099842072E-2	8.182077233E-2
3.508773216E0	-7.527567446E-3	8.405387402E-3	8.817958832E-2	8.889856357E-2
3.518773216E0	-7.537841797E-3	8.424118161E-3	8.817958832E-2	8.890120709E-2
3.528773216E0	-1.006191224E-2	1.272571087E-2	7.142734528E-2	7.324651151E-2
3.538773216E0	-3.796182573E-4	-4.887953401E-3	6.665420532E-2	6.683426730E-2
3.548773016E0	-3.322996199E-4	4.712507129E-3	6.426048279E-2	6.443390253E-2
3.558773016E0	2.062890679E-3	-2.381801605E-3	7.383537292E-2	7.390257635E-2
3.568773016E0	2.366068959E-2	2.431124449E-3	8.580589294E-2	8.904150640E-2
3.578773016E0	4.003312439E-3	-1.447647810E-4	9.298896790E-2	9.307521484E-2
3.588773016E0	-3.128968179E-3	7.126346231E-3	7.143974304E-2	7.186245291E-2
3.598773016E0	3.988083452E-3	1.421666145E-2	9.059429169E-2	9.178967240E-2
3.608773016E0	-5.906321108E-3	1.381769776E-2	6.905269623E-2	7.066886342E-2
3.618773016E0	-1.235399395E-3	1.860424876E-3	8.102226257E-2	8.105303464E-2
3.628773016E0	-6.201479584E-3	9.073704481E-3	8.580875397E-2	8.650972616E-2
3.638773649E0	2.025100961E-2	2.823884785E-2	8.341503143E-2	9.036372827E-2
3.648773649E0	1.744259894E-2	5.883723497E-3	8.342742920E-2	8.543417585E-2
3.658773649E0	2.552088350E-3	1.706188917E-2	8.583164215E-2	8.754822677E-2
3.668773649E0	-2.701312304E-3	-1.842230558E-4	7.147216797E-2	7.152343546E-2
3.678773649E0	-7.765267044E-3	-5.847960711E-4	9.302616119E-2	9.335152931E-2
3.688773815E0	-2.936027944E-3	1.134204865E-2	7.626724243E-2	7.716187268E-2
3.698773815E0	-2.979494631E-3	8.501306176E-3	7.866954803E-2	7.918363078E-2
3.708773815E0	-2.214338258E-2	-1.700192690E-3	7.628631592E-2	7.945326956E-2
3.718773815E0	2.217575908E-3	-4.462867975E-3	7.150745392E-2	7.168089564E-2
3.728773815E0	-9.811371565E-3	-6.837278605E-3	7.629489899E-2	7.722643979E-2
3.738773815E0	-5.101047456E-3	-6.805911660E-3	7.150554657E-2	7.200961261E-2
3.748773815E0	-2.124905586E-2	-9.031757712E-3	8.826541901E-2	9.123529588E-2
3.758773815E0	3.569684923E-4	-4.279673100E-3	6.671905518E-2	6.685712641E-2
3.768773815E0	-8.544549346E-3	-1.096443832E-2	7.868480682E-2	7.990323558E-2
3.778773815E0	-1.044242457E-2	3.754571080E-3	7.149887085E-2	7.235488627E-2
3.788773815E0	-5.532294512E-3	-1.063600183E-3	7.868289948E-2	7.888432162E-2
3.798773815E0	-1.475141943E-2	-1.039241254E-2	7.628631592E-2	7.839138097E-2
3.808773815E0	-5.125686526E-3	-1.036846638E-2	6.192111969E-2	6.299208538E-2
3.818773815E0	-2.356331795E-3	2.008169889E-3	7.867527008E-2	7.873616176E-2
3.828773815E0	-4.688233137E-3	9.221106768E-3	5.952167511E-2	6.041389036E-2
3.838773815E0	7.811337709E-3	-2.554669976E-3	7.628154755E-2	7.672299415E-2
3.848773815E0	-1.763701439E-3	-4.924580455E-3	7.867527008E-2	7.884897119E-2
3.858773815E0	-1.135077327E-2	7.001385093E-3	7.628154755E-2	7.743858175E-2
3.868773815E0	1.209296286E-3	-1.674035192E-2	5.712795258E-2	5.954246170E-2
3.878773815E0	1.318440959E-2	-2.350002527E-3	6.909942627E-2	7.038523907E-2
3.888774015E0	3.661908209E-3	2.507314086E-3	6.191539764E-2	6.207425119E-2
3.898774015E0	3.673516214E-3	1.690043509E-2	6.431007385E-2	6.659508260E-2
3.908774015E0	-1.076866686E-2	1.693199575E-2	7.388496399E-2	7.656137779E-2
3.918774015E0	8.327193558E-3	-2.202495933E-3	6.191349030E-2	6.250978661E-2
3.928774015E0	1.544909924E-2	-1.169735193E-2	6.669902802E-2	6.945691505E-2
3.938773815E0	5.396101624E-3	-9.148508310E-3	6.669425964E-2	6.753471246E-2
3.948773815E0	2.547930926E-3	-8.834317327E-3	6.189727783E-2	6.257643420E-2
3.958773815E0	-1.188805327E-2	-1.119452715E-2	7.386684418E-2	7.565020765E-2
3.968773815E0	-4.709407687E-3	5.585715175E-3	7.626056671E-2	7.660974331E-2
3.978773815E0	-1.187777892E-2	1.273338497E-2	4.753017426E-2	5.061954355E-2
3.988773615E0	-2.320230007E-3	1.509998739E-2	9.780979156E-2	9.899569896E-2
3.998773615E0	-9.385731071E-3	3.097057343E-3	7.626247406E-2	7.690025138E-2
4.008773615E0	4.979938269E-3	3.121063113E-3	6.908035278E-2	6.932990668E-2
4.018773615E0	2.707026899E-3	-6.486207247E-3	7.865905762E-2	7.897243965E-2
4.028773615E0	9.942471981E-3	1.754473150E-2	7.147407532E-2	7.426448542E-2
4.038773615E0	5.283113569E-3	7.367134094E-4	7.147598267E-2	7.167475241E-2
4.048773615E0	-1.913070679E-3	1.753439009E-2	7.386970520E-2	7.594634963E-2
4.058773615E0	4.869624972E-4	7.983326912E-3	8.105182648E-2	8.144549844E-2
4.068773615E0	7.519915700E-3	9.777128696E-3	8.345603943E-2	8.436262143E-2
4.078773615E0	9.807456285E-3	1.650714874E-2	6.670284271E-2	6.941139232E-2
4.088773615E0	2.316687256E-3	-3.167256713E-3	6.671142578E-2	6.682673780E-2
4.098773615E0	2.351306379E-2	1.555414498E-2	9.305286407E-2	9.722978508E-2
4.108773615E0	-1.037226617E-2	1.280716062E-2	7.869148254E-2	8.039873565E-2
4.118773615E0	3.620278090E-3	-4.586309195E-3	7.151794434E-2	7.175623323E-2
4.128773615E0	8.348964155E-3	2.615332603E-3	7.870101929E-2	7.918582957E-2
4.138773815E0	-5.946859717E-3	-4.534557462E-3	7.630538940E-2	7.667098411E-2
4.148773815E0	-1.793106645E-2	-1.169928908E-2	7.630443573E-2	7.925126763E-2
4.158773815E0	6.004299968E-3	5.102604628E-3	7.630443573E-2	7.671020209E-2
4.168773815E0	6.063282490E-3	2.673551440E-3	7.630538940E-2	7.659258270E-2
4.178773815E0	1.145530492E-3	-1.178790629E-2	8.827781677E-2	8.906873699E-2
4.188773615E0	-1.590399072E-2	-6.524160504E-3	6.671905518E-2	6.889799645E-2
4.198773615E0	-1.225911081E-3	-8.541867137E-3	7.389736176E-2	7.439950555E-2
4.208773615E0	-8.421748877E-3	5.841180682E-3	7.629013062E-2	7.697551088E-2
4.218773615E0	3.943886608E-3	1.811692119E-2	9.544181824E-2	9.722611657E-2
4.228773615E0	-5.634307861E-3	1.102142036E-2	8.107471466E-2	8.201418468E-2
4.238773615E0	-9.090490639E-4	1.105989516E-2	6.192016602E-2	6.290671356E-2
4.248773615E0	8.606385440E-3	-5.617365241E-3	8.107185364E-2	8.172068352E-2
4.258773615E0	1.537755132E-3	-1.762166619E-2	8.107280731E-2	8.298004517E-2
4.268773615E0	-2.001385763E-2	4.012495279E-3	7.388877869E-2	7.665641677E-2
4.278773615E0	-5.588982254E-3	1.348909736E-2	5.952644348E-2	6.129102662E-2
4.288773615E0	1.575604081E-3	3.885373473E-3	6.431484222E-2	6.445135829E-2
4.298773615E0	1.827903092E-2	8.693993092E-3	6.670761108E-2	6.971093073E-2
4.308773615E0	2.312652767E-2	-8.102238178E-3	8.107376099E-2	8.469614670E-2
4.318773615E0	-8.736960590E-4	-5.624815822E-3	6.670665741E-2	6.694908544E-2
4.328773615E0	1.452252269E-3	-1.283591986E-2	8.346652985E-2	8.446023609E-2
4.338773615E0	1.342030987E-2	-2.957406640E-2	5.952453613E-2	6.780782051E-2
4.348773615E0	2.256511152E-2	1.895707846E-2	8.584594727E-2	9.076387907E-2
4.358773615E0	-1.879872382E-2	4.318858683E-2	1.025972366E-1	1.128930424E-1
4.368773615E0	-2.052947879E-3	2.441212535E-3	6.907844543E-2	6.915204796E-2
4.378773615E0	3.369376063E-4	-7.156223059E-3	5.950164795E-2	5.993138714E-2
4.388773815E0	5.188670009E-3	2.450928092E-3	6.429004669E-2	6.454563849E-2
4.398773815E0	-1.163133606E-2	4.863888025E-3	8.344268799E-2	8.438973613E-2
4.408773815E0	9.839672595E-3	9.085521102E-3	7.627010345E-2	7.743703592E-2
4.418773815E0	-2.144172788E-3	1.628616452E-2	6.190395355E-2	6.404635897E-2
4.428773815E0	7.500678301E-3	-2.835661173E-3	7.866382599E-2	7.907147822E-2
4.438773615E0	-2.631356567E-2	-3.198087215E-3	7.388019562E-2	7.849149511E-2
4.448773615E0	-1.679569855E-2	8.749470115E-3	7.148551941E-2	7.395152603E-2
4.458773615E0	-1.148874685E-2	1.316733658E-2	8.107185364E-2	8.293380197E-2
4.468773615E0	1.198511571E-3	-1.843403280E-2	7.150840759E-2	7.385595678E-2
4.478773615E0	-8.380517364E-3	5.465775728E-3	1.026344299E-1	1.031209677E-1
4.488773615E0	1.200757921E-3	5.511894822E-3	8.347988129E-2	8.367026583E-2
4.498773615E0	1.184560359E-3	8.039176464E-4	6.671810150E-2	6.673345889E-2
4.508773615E0	-6.391108036E-4	-1.365275681E-2	7.390689850E-2	7.516006837E-2
4.518773615E0	2.601891756E-2	-6.092697382E-3	7.869052887E-2	8.310417779E-2
4.528773615E0	1.883145049E-2	1.310369372E-2	9.066009521E-2	9.351782280E-2
4.538773615E0	3.869898617E-3	1.174181700E-3	7.150173187E-2	7.161600714E-2
4.548773615E0	-1.445237547E-3	-1.316207647E-2	7.389259338E-2	7.506959655E-2
4.558773615E0	-6.182353944E-3	-6.061971188E-3	7.868289948E-2	7.915786546E-2
4.568773615E0	-3.783233464E-3	1.551137865E-2	7.628822327E-2	7.794105935E-2
4.578773615E0	1.291103289E-2	1.548565924E-2	7.149982452E-2	7.428812368E-2
4.588773615E0	8.108302951E-3	1.074135303E-3	6.192302704E-2	6.246086472E-2
4.598773615E0	-1.158436760E-2	8.089512587E-3	6.671142578E-2	6.819129062E-2
4.608773615E0	-1.419783756E-2	-6.625205278E-3	7.868766785E-2	8.023229404E-2
4.618773615E0	-1.187098026E-2	-9.068071842E-3	8.108234406E-2	8.244693212E-2
4.628773615E0	4.822764546E-3	5.468130112E-4	9.065818787E-2	9.078802283E-2
4.638773815E0	4.320729524E-2	-1.940101385E-3	8.347702026E-2	9.401620747E-2
4.648773815E0	1.155189797E-2	-1.129572093E-2	8.107566833E-2	8.266984731E-2
4.658773815E0	-3.191117197E-3	8.123904467E-3	6.909847260E-2	6.964754100E-2
4.668773815E0	-1.766321063E-2	8.966624737E-4	7.149219513E-2	7.364731480E-2
4.678773815E0	-1.999529824E-2	8.172467351E-3	7.867431641E-2	8.158583968E-2
4.688773615E0	-5.090881139E-3	-3.733366728E-3	8.346557617E-2	8.370398738E-2
4.698773615E0	-1.229054853E-2	1.135110855E-3	8.825111389E-2	8.911007330E-2
4.708773615E0	-2.663522959E-3	5.904465914E-3	7.388687134E-2	7.417025569E-2
4.718773615E0	9.266979992E-3	1.065507531E-2	8.106899261E-2	8.228966589E-2
4.728773615E0	-5.054395646E-3	-1.296013594E-3	9.064579010E-2	9.079584698E-2
4.738773615E0	9.363316000E-3	-1.807375252E-2	1.002235413E-1	1.022696946E-1
4.748773815E0	-2.207420766E-4	-1.087139547E-2	5.952262878E-2	6.050767971E-2
4.758774015E0	2.171251923E-3	1.250177622E-3	5.473136902E-2	5.478868527E-2
4.768774015E0	9.418040514E-3	6.132334471E-3	6.909465790E-2	7.000269111E-2
4.778774015E0	2.291731536E-3	-3.418803215E-3	8.345985413E-2	8.356127991E-2
4.788774015E0	-2.643932402E-2	-9.372383356E-4	6.909370422E-2	7.398551367E-2
4.798774015E0	-6.900832057E-3	-4.057586193E-4	8.105659485E-2	8.135083092E-2
4.808774015E0	-2.060864121E-3	2.828496695E-2	8.105754852E-2	8.587556514E-2
4.818774015E0	1.747227088E-2	8.657425642E-3	8.585739136E-2	8.804386929E-2
4.828774015E0	1.250448078E-2	-1.822382212E-2	6.910705566E-2	7.255518503E-2
4.838774015E0	1.251738146E-2	-3.957524896E-3	7.389736176E-2	7.505442636E-2
4.848774015E0	4.667632282E-3	-1.271903515E-3	4.994583130E-2	5.017958344E-2
4.858774015E0	9.514953941E-3	-1.308858395E-3	7.628250122E-2	7.688476736E-2
4.868774015E0	1.130291075E-2	-1.790066063E-2	7.867050171E-2	8.146924132E-2
4.878774015E0	-6.152093410E-4	-8.342117071E-3	7.627582550E-2	7.673311512E-2
4.888774215E0	1.395691186E-3	-7.886663079E-3	7.387161255E-2	7.430452576E-2
4.898774215E0	-1.102069393E-2	1.190966368E-2	8.582878113E-2	8.734915829E-2
4.908774215E0	-3.778778017E-3	-7.217243314E-3	9.301185608E-2	9.336794490E-2
4.918774215E0	3.322187811E-3	-2.334237099E-3	9.061527252E-2	9.070619168E-2
4.928774215E0	-1.577324793E-2	8.617341518E-5	7.864379883E-2	8.021003597E-2
4.938774015E0	-1.399505883E-3	9.689986706E-3	8.822059631E-2	8.876219957E-2
4.948774015E0	2.007416636E-2	1.449142396E-2	7.145977020E-2	7.562719273E-2
4.958774015E0	-1.823628694E-2	1.201190054E-2	8.343219757E-2	8.624256204E-2
4.968774015E0	-2.051256970E-2	-4.716679454E-3	7.864475250E-2	8.141258918E-2
4.978774015E0	1.067006215E-2	9.790062904E-5	8.582687378E-2	8.648764116E-2
4.988774015E0	-3.634795547E-3	4.849836230E-3	8.822250366E-2	8.843044047E-2
4.998774015E0	1.613311470E-3	-2.171403170E-2	7.146930695E-2	7.471254099E-2
5.008774015E0	1.130218059E-2	3.104358912E-4	5.949115753E-2	6.055603588E-2
5.018774015E0	-1.528410241E-2	-4.092708230E-3	7.863616943E-2	8.021222594E-2
5.028774015E0	-5.703818053E-3	-8.792415261E-3	8.102798462E-2	8.170296444E-2
5.038774015E0	-1.295610145E-2	1.995231211E-2	8.342266083E-2	8.674846202E-2
5.048773815E0	-5.760684609E-3	3.221139312E-3	6.187343597E-2	6.222445906E-2
5.058773615E0	-1.063011587E-2	3.315925598E-3	6.905460358E-2	6.994664396E-2
5.068773615E0	1.138738170E-2	8.257478476E-4	-1.464185715E-1	1.468630396E-1
5.078773615E0	-9.112058580E-2	2.932059765E-2	-3.164005280E-1	3.305630843E-1
5.088773615E0	7.730206102E-2	-1.594936848E-2	1.336736679E-1	1.552373682E-1
5.098773615E0	4.831261933E-2	-2.790306509E-2	9.774303436E-2	1.125450621E-1
5.108773615E0	8.169896901E-3	1.887172461E-2	2.006912231E-1	2.017420538E-1
5.118773615E0	-2.914273739E-2	2.116386592E-2	4.384040833E-3	3.628261536E-2
5.128773615E0	1.197671294E-1	4.249209166E-2	-1.703596115E-1	2.125373858E-1
5.138773815E0	-2.280892059E-2	2.151265740E-3	-5.146980286E-3	2.348118841E-2
5.148773815E0	9.579528123E-3	-8.012682199E-3	1.025829315E-1	1.033403516E-1
